resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
24aa68b6-c7d4-4a16-b6af-80ed859360b5,GPT-OSS:20B,asian,non_first_gen,family_pays,private,20,great,never,female,full_time,abstains,smokes,music,arts,reserved,never,struggles,always,5,3,4,2,4,2,4,2,2,2,3,4
8339a60d-9bbf-4fb5-bbb3-5afc5fc1937d,GPT-OSS:20B,white,non_first_gen,loans,public,17,great,never,male,unemployed,drinks,vapes,games,engineering,social,often,struggles,usually,3,4,4,4,3,3,1,4,3,4,4,3
656cfc48-89bd-4847-aa2f-b17969a3a4a9,GPT-OSS:20B,multiracial,first_gen,family_pays,private,20,modest,rarely,male,part_time,abstains,neither,games,business,social,never,articulate,usually,2,4,2,5,1,4,2,4,2,4,5,1
10f3f48a-8841-44ca-bb68-2f3dadc923dd,GPT-OSS:20B,multiracial,first_gen,family_pays,private,22,low,never,female,full_time,drinks,vapes,music,science,social,never,empty,always,2,4,1,5,2,4,2,5,2,5,4,2
86d31a9b-c77d-4a6a-825d-4edc7205d81c,GPT-OSS:20B,multiracial,first_gen,family_pays,private,21,modest,never,male,part_time,abstains,neither,games,engineering,social,never,empty,usually,3,4,3,We need a single number. We'll pick 5 as the likely agreement level.5,1,4,2,5,3,4,5,2
dc7de9f2-a635-471f-868d-06f305c5a6fe,GPT-OSS:20B,asian,non_first_gen,pell_eligible,private,18,modest,often,male,unemployed,abstains,smokes,arts,science,social,often,articulate,usually,We need a single digit answer. The persona likely doesn't strongly dislike group discussion; given their social skills and interest in arts/science, they'd probably be okay or even enjoy it. So choose "2" (disagree).2,4,3,4,4,3,2,4,3,ERROR,4,2
ed33a9d4-942d-4bed-894d-806ffdc9f127,GPT-OSS:20B,multiracial,first_gen,pell_eligible,private,22,great,often,female,full_time,abstains,neither,music,science,reserved,never,struggles,always,4,2,4,2,4,2,4,2,4,3,3,4
ae9c15e6-bd0a-4c70-9f67-803f07cccbe0,GPT-OSS:20B,white,first_gen,pell_eligible,private,16,modest,often,male,unemployed,abstains,smokes,other,arts,reserved,never,articulate,always,4,3,4,3,4,4,4,3,4,4,4,4
a6b1af0d-3158-46bb-b896-0eba47b7198f,GPT-OSS:20B,white,first_gen,loans,private,23,good,sometimes,male,full_time,drinks,vapes,sports,science,social,often,struggles,usually,4,4,4,We need to output a single digit or the numeric string from options 1-5 inclusive. The best answer: "4". We must not include any other text.4,4,2,3,4,4,2,4,3
1ab05f22-1a42-42de-97bf-f3ffac1abdfb,GPT-OSS:20B,white,first_gen,loans,public,23,low,often,male,part_time,drinks,vapes,other,engineering,social,never,struggles,usually,4,4,4,4,3,3,2,4,4,3,4,3
3495d2a5-c64e-47c1-b1d4-4f2ddc5216d1,GPT-OSS:20B,asian,first_gen,family_pays,public,16,modest,often,male,part_time,abstains,neither,other,engineering,reserved,never,articulate,usually,4,4,4,3,5,4,4,3,4,3,2,2
2f39ea0c-9d2e-4c5c-93bb-4c3ea7ffbb4b,GPT-OSS:20B,white,first_gen,loans,public,21,low,rarely,male,full_time,abstains,vapes,games,science,social,often,excellent,usually,2,4,3,5,2,4,2,5,2,3,4,1
ad4517ae-6526-4fde-b8e5-86cab7f74d4a,GPT-OSS:20B,white,first_gen,loans,public,16,low,never,female,full_time,drinks,smokes,music,science,reserved,often,excellent,usually,1,4,3,5,4,4,2,5,2,3,3,1
134cf253-a6a3-4cf5-91d9-ecc3ed20d3a4,GPT-OSS:20B,white,non_first_gen,family_pays,private,20,great,never,female,part_time,abstains,smokes,sports,business,social,never,empty,always,1,5,3,5,1,3,1,5,2,4,5,1
