resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
e605d407-0266-4190-8d38-0c43f148d062,prca_1,likert5,2,2,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_2,likert5,4,4,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_3,likert5,2,2,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_4,likert5,1,1,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_5,likert5,2,2,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_6,likert5,1,1,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_7,likert5,3,3,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_8,likert5,4,4,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_9,likert5,1,1,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_10,likert5,4,4,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_11,likert5,4,4,,not_checked,0
e605d407-0266-4190-8d38-0c43f148d062,prca_12,likert5,4,4,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_1,likert5,5,5,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_2,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_3,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_4,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_5,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_6,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_7,likert5,4,4,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_8,likert5,1,1,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_9,likert5,5,5,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_10,likert5,4,4,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_11,likert5,2,2,,not_checked,0
42e317af-b7f2-460f-81eb-fbaa57309f9c,prca_12,likert5,4,4,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_1,likert5,1,1,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_2,likert5,4,4,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_3,likert5,1,1,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_4,likert5,5,5,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_5,likert5,4,4,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_6,likert5,2,2,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_7,likert5,1,1,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_8,likert5,4,4,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_9,likert5,3,3,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_10,likert5,4,4,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_11,likert5,2,2,,not_checked,0
ddc23251-6ee0-46d2-832a-b06b0584a06f,prca_12,likert5,1,1,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_1,likert5,1,1,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_2,likert5,5,5,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_3,likert5,4,4,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_4,likert5,4,4,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_5,likert5,1,1,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_6,likert5,5,5,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_7,likert5,5,5,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_8,likert5,1,1,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_9,likert5,2,2,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_10,likert5,2,2,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_11,likert5,3,3,,not_checked,0
8d53dc6d-d9b3-4e6b-8e97-1960571b8ad6,prca_12,likert5,3,3,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_1,likert5,1,1,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_2,likert5,2,2,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_3,likert5,3,3,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_4,likert5,1,1,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_5,likert5,5,5,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_6,likert5,4,4,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_7,likert5,2,2,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_8,likert5,1,1,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_9,likert5,1,1,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_10,likert5,1,1,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_11,likert5,4,4,,not_checked,0
d1777dbd-67f9-4754-9a6d-7d6cf3168fcf,prca_12,likert5,4,4,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_1,likert5,1,1,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_2,likert5,2,2,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_3,likert5,3,3,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_4,likert5,3,3,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_5,likert5,5,5,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_6,likert5,2,2,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_7,likert5,4,4,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_8,likert5,4,4,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_9,likert5,4,4,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_10,likert5,1,1,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_11,likert5,2,2,,not_checked,0
7f1f739a-a51e-4d50-a039-ff1b3d499fed,prca_12,likert5,2,2,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_1,likert5,4,4,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_2,likert5,4,4,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_3,likert5,4,4,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_4,likert5,3,3,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_5,likert5,2,2,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_6,likert5,4,4,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_7,likert5,2,2,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_8,likert5,3,3,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_9,likert5,4,4,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_10,likert5,2,2,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_11,likert5,3,3,,not_checked,0
826bd635-586a-4b8d-85f3-252b3ec0b478,prca_12,likert5,2,2,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_1,likert5,2,2,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_2,likert5,5,5,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_3,likert5,1,1,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_4,likert5,3,3,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_5,likert5,4,4,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_6,likert5,3,3,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_7,likert5,4,4,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_8,likert5,1,1,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_9,likert5,4,4,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_10,likert5,2,2,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_11,likert5,5,5,,not_checked,0
0ce8897e-7786-4f05-b74f-feee6a52a62a,prca_12,likert5,5,5,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_1,likert5,4,4,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_2,likert5,3,3,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_3,likert5,5,5,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_4,likert5,2,2,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_5,likert5,1,1,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_6,likert5,2,2,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_7,likert5,2,2,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_8,likert5,2,2,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_9,likert5,4,4,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_10,likert5,1,1,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_11,likert5,1,1,,not_checked,0
2a0022ca-7436-432d-8951-a0350ef3b6de,prca_12,likert5,2,2,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_1,likert5,3,3,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_2,likert5,5,5,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_3,likert5,1,1,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_4,likert5,3,3,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_5,likert5,2,2,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_6,likert5,2,2,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_7,likert5,4,4,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_8,likert5,1,1,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_9,likert5,3,3,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_10,likert5,4,4,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_11,likert5,2,2,,not_checked,0
d53f1ebb-790b-4535-96a7-d9bfb8cbe890,prca_12,likert5,3,3,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_1,likert5,5,5,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_2,likert5,3,3,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_3,likert5,1,1,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_4,likert5,3,3,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_5,likert5,4,4,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_6,likert5,3,3,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_7,likert5,1,1,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_8,likert5,4,4,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_9,likert5,2,2,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_10,likert5,3,3,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_11,likert5,5,5,,not_checked,0
b5c68d34-e074-4365-836b-97db6b0b3348,prca_12,likert5,2,2,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_1,likert5,3,3,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_2,likert5,3,3,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_3,likert5,5,5,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_4,likert5,2,2,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_5,likert5,2,2,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_6,likert5,1,1,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_7,likert5,5,5,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_8,likert5,3,3,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_9,likert5,4,4,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_10,likert5,1,1,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_11,likert5,1,1,,not_checked,0
b66b28c4-109c-4790-91be-97e4fac9453f,prca_12,likert5,5,5,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_1,likert5,1,1,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_2,likert5,4,4,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_3,likert5,4,4,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_4,likert5,4,4,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_5,likert5,4,4,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_6,likert5,2,2,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_7,likert5,3,3,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_8,likert5,1,1,,not_checked,0
244f89ce-41c0-4df7-bbee-a3f1458bbaa5,prca_9,likert5,1,1,,not_checked,0
