resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
962c160e-c6b1-423c-b135-19711deb881c,qwen2.5:7b,black,non_first_gen,loans,public,17,low,sometimes,female,full_time,drinks,vapes,arts,science,reserved,often,excellent,always,2,4,1,2,1,5,4,4,2,5,3,3
db91ac4a-ff8b-460c-93ee-8672b2185f4d,qwen2.5:7b,white,first_gen,loans,public,18,great,sometimes,female,part_time,drinks,neither,sports,arts,reserved,often,struggles,usually,5,5,2,2,3,1,4,2,1,3,2,3
3ec8cbfc-c3f4-41d9-86a5-20467ad3ecff,qwen2.5:7b,asian,non_first_gen,family_pays,private,20,low,never,female,full_time,abstains,smokes,other,engineering,reserved,often,excellent,usually,2,5,5,4,1,4,3,3,1,5,4,1
b85024e2-af35-4a25-9eec-f1cc7b745598,qwen2.5:7b,asian,non_first_gen,loans,public,19,modest,often,male,part_time,drinks,smokes,arts,business,reserved,often,excellent,usually,5,4,2,5,3,2,2,5,2,5,2,4
f0bfda35-4304-47d8-b0b6-30b3c3ccc9e5,qwen2.5:7b,white,non_first_gen,family_pays,public,17,modest,often,female,part_time,abstains,neither,sports,math,social,never,empty,always,3,5,4,3,4,2,5,5,1,4,4,1
032222d6-19c0-4ccc-a4e5-242f7ff5e7bd,qwen2.5:7b,black,non_first_gen,loans,private,20,good,rarely,female,full_time,abstains,smokes,music,math,reserved,often,apprehensive,always,2,2,5,1,5,4,3,1,1,5,4,4
ec3d8ca2-3202-4fc9-af10-0b56b91499a6,qwen2.5:7b,white,first_gen,family_pays,public,17,low,never,female,unemployed,abstains,vapes,sports,science,reserved,never,empty,usually,2,4,5,3,2,3,5,5,4,2,3,2
e7a8354a-2fb2-42e6-8ee8-b0569e8ba5d3,qwen2.5:7b,black,first_gen,family_pays,private,17,modest,never,male,unemployed,abstains,vapes,games,math,social,never,struggles,usually,1,2,4,2,3,4,1,4,4,4,4,4
a6b1a63d-bb2b-44e9-b8bb-e4ca293b9cc3,qwen2.5:7b,multiracial,first_gen,family_pays,public,18,great,rarely,female,unemployed,drinks,neither,games,science,reserved,never,apprehensive,always,5,4,4,1,4,1,5,4,4,1,2,5
f90a23d6-bbe3-4b5b-884e-268ead0f61ee,qwen2.5:7b,multiracial,first_gen,family_pays,public,23,good,sometimes,female,unemployed,abstains,vapes,sports,arts,social,often,struggles,always,2,5,1,4,2,3,1,3,5,5,5,2
e4e6ead2-4d19-47d3-9063-afb1e6be4498,qwen2.5:7b,asian,non_first_gen,loans,public,16,great,sometimes,female,part_time,abstains,vapes,sports,engineering,social,never,excellent,usually,4,1,4,1,4,1,5,1,4,1,1,5
521f462f-6c63-432c-9701-11d95953b166,qwen2.5:7b,black,non_first_gen,family_pays,private,21,modest,never,male,part_time,drinks,smokes,music,business,social,never,apprehensive,usually,5,3,3,2,5,1,4,5,3,2,3,1
f537bafb-1c2b-4b9a-b0f1-d1d7c0350f88,qwen2.5:7b,multiracial,first_gen,family_pays,public,18,great,rarely,female,full_time,drinks,vapes,arts,engineering,reserved,often,excellent,usually,4,4,2,2,5,2,5,1,5,4,2,3
f7f0d783-fd70-4771-94f9-60a848579037,qwen2.5:7b,asian,first_gen,loans,public,18,good,sometimes,male,full_time,abstains,vapes,games,business,reserved,never,empty,usually,4,3,3,4,4,4,1,3,5,4,4,2
c084232c-7506-4bab-92e6-cdd123db2f38,qwen2.5:7b,multiracial,first_gen,pell_eligible,public,22,great,often,female,unemployed,drinks,smokes,music,engineering,social,never,excellent,usually,4,2,3,5,5,2,2,2,4,4,2,5
