resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_1,likert5,2,2,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_2,likert5,4,4,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_3,likert5,2,2,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_4,likert5,5,5,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_5,likert5,1,1,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_6,likert5,4,4,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_7,likert5,2,2,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_8,likert5,5,5,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_9,likert5,3,3,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_10,likert5,4,4,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_11,likert5,4,4,,not_checked,0
c6e996ed-0e83-49eb-8bbd-747c8b2fe965,prca_12,likert5,1,1,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_1,likert5,5,5,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_2,likert5,3,3,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_3,likert5,4,4,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_4,likert5,2,2,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_5,likert5,4,4,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_6,likert5,2,2,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_7,likert5,4,4,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_8,likert5,2,2,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_9,likert5,4,4,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_10,likert5,2,2,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_11,likert5,2,2,,not_checked,0
16a2a028-8eb3-41f8-bd84-48d525fee365,prca_12,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_1,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_2,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_3,likert5,3,3,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_4,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_5,likert5,2,2,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_6,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_7,likert5,We need to output only the number. Ensure no extraneous text. The choice likely 2.2,We need to output only the number. Ensure no extraneous text. The choice likely 2.2,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_8,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_9,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_10,likert5,3,3,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_11,likert5,4,4,,not_checked,0
70fe4eec-147d-4c6e-839e-e53975b8a22a,prca_12,likert5,3,3,,not_checked,0
662d9fc6-3035-4fce-aeab-6b8c6b45e02d,prca_1,likert5,2,2,,not_checked,0
662d9fc6-3035-4fce-aeab-6b8c6b45e02d,prca_2,likert5,4,4,,not_checked,0
