resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,qwen2.5:7b,black,first_gen,family_pays,private,20,low,never,female,part_time,abstains,smokes,sports,business,reserved,never,struggles,always,2,2,4,2,4,3,4,4,4,3,2,3
9f61c20f-804d-41a9-831f-472b6fb89346,qwen2.5:7b,multiracial,non_first_gen,pell_eligible,public,23,great,sometimes,female,unemployed,abstains,neither,music,math,reserved,never,struggles,usually,4,2,3,3,2,3,4,2,3,3,3,4
0e8756b0-748e-49fd-9273-b7ae54024d80,qwen2.5:7b,asian,non_first_gen,family_pays,private,21,good,often,male,part_time,drinks,neither,music,engineering,social,never,empty,usually,5,1,5,1,5,1,5,2,5,1,1,5
124e9c42-29e5-4b64-aa79-89e2d789e182,qwen2.5:7b,black,non_first_gen,family_pays,public,18,great,often,female,part_time,drinks,vapes,music,math,reserved,often,empty,always,2,4,2,4,2,4,3,3,4,4,4,3
c6220334-a64a-449e-9f26-f6dda3dfd79f,qwen2.5:7b,asian,non_first_gen,pell_eligible,public,16,good,often,male,full_time,drinks,smokes,music,arts,reserved,never,articulate,always,4,2,4,2,4,1,4,2,4,2,2,4
5ebf5344-ee02-448e-8e03-9e78063ff75b,qwen2.5:7b,black,first_gen,pell_eligible,public,22,good,never,female,full_time,abstains,smokes,music,business,reserved,often,articulate,always,4,2,4,2,4,2,4,1,5,1,2,4
da5d146b-2ffb-4194-a992-38b4bbd5493e,qwen2.5:7b,white,first_gen,family_pays,private,17,low,sometimes,male,part_time,drinks,vapes,other,engineering,reserved,often,empty,always,1,5,1,5,1,5,1,5,1,5,5,1
d92644b1-0771-485c-b17a-a591317e30cb,qwen2.5:7b,white,first_gen,family_pays,private,20,great,never,female,unemployed,abstains,vapes,other,arts,reserved,never,empty,always,4,3,4,3,3,3,4,2,4,2,2,3
fbd7d50b-b939-4265-aeab-179670580125,qwen2.5:7b,multiracial,first_gen,loans,public,19,great,often,female,part_time,drinks,neither,sports,business,reserved,never,empty,always,3,3,4,2,4,3,4,2,5,2,2,4
4565b364-39e4-4715-ac63-03945ce43f9a,qwen2.5:7b,asian,first_gen,loans,public,21,good,rarely,female,unemployed,drinks,neither,music,engineering,social,never,struggles,usually,1,5,1,5,2,5,1,5,1,5,5,1
35761eeb-5114-4d41-a229-dd5f4484cb08,qwen2.5:7b,multiracial,non_first_gen,loans,public,23,great,sometimes,male,unemployed,drinks,neither,games,business,reserved,often,articulate,always,2,2,4,3,3,4,4,4,4,4,3,4
85e74d35-b6ee-4155-a342-98d2b95aef4a,qwen2.5:7b,asian,first_gen,family_pays,private,18,great,never,male,unemployed,drinks,smokes,arts,engineering,reserved,often,apprehensive,always,4,2,5,1,5,1,4,1,5,1,1,5
