resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
61aa80a6-f88f-4276-b0f5-c1d68d45017c,GPT-OSS:20B,multiracial,first_gen,pell_eligible,private,16,modest,rarely,female,part_time,abstains,vapes,games,science,reserved,often,struggles,usually,4,2,5,2,5,3,5,2,4,3,2,4
52bc22c2-b0d2-4e26-b1b7-2854e4a0d926,GPT-OSS:20B,black,first_gen,loans,private,18,modest,sometimes,male,unemployed,drinks,vapes,sports,business,reserved,never,apprehensive,usually,4,2,5,2,4,2,4,2,5,2,2,4
847d3479-e8a7-4a91-9869-70ae9530d615,GPT-OSS:20B,asian,non_first_gen,loans,public,17,modest,rarely,female,unemployed,drinks,neither,music,business,reserved,often,empty,always,3,2,4,4,5,2,5,2,4,4,2,4
d61fb2ad-94c5-477c-93ea-4cb23acac0f5,GPT-OSS:20B,white,first_gen,pell_eligible,private,16,great,never,male,unemployed,abstains,neither,games,science,reserved,often,articulate,usually,4,2,4,3,5,3,4,3,5,4,3,3
fb0ccd2c-2977-453c-a28a-84b6b67b56be,GPT-OSS:20B,multiracial,non_first_gen,loans,private,16,good,rarely,female,unemployed,drinks,neither,sports,business,social,often,excellent,always,1,5,2,5,2,4,3,5,2,4,5,1
99129079-363b-41c7-ac3f-1dd5b53abb24,GPT-OSS:20B,black,non_first_gen,loans,private,19,great,never,female,full_time,abstains,smokes,music,science,reserved,never,apprehensive,always,4,1,5,1,5,2,5,2,5,3,2,5
88b848ca-b278-4dbb-af82-39d54704be8c,GPT-OSS:20B,asian,non_first_gen,pell_eligible,private,18,great,sometimes,male,full_time,abstains,vapes,sports,engineering,social,never,articulate,always,2,5,2,5,2,5,1,5,1,4,5,2
a2d6d4e3-c93e-43e7-8f87-8341f39571d4,GPT-OSS:20B,black,non_first_gen,family_pays,private,21,low,rarely,female,part_time,drinks,smokes,other,engineering,reserved,never,articulate,always,4,2,4,3,4,3,3,5,4,4,2,2
e4c9431a-568b-4b9a-9405-2a2169fb38b8,GPT-OSS:20B,white,first_gen,loans,private,18,great,often,male,unemployed,abstains,neither,other,arts,reserved,never,struggles,always,4,2,4,2,5,3,4,3,4,3,2,4
f115d555-8072-4557-852b-60b4100ad056,GPT-OSS:20B,black,first_gen,pell_eligible,private,17,modest,rarely,female,part_time,abstains,smokes,music,math,social,often,apprehensive,usually,4,2,4,3,4,2,4,2,4,2,2,4
