resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_1,likert5,2,2,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_2,likert5,2,2,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_3,likert5,4,4,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_4,likert5,2,2,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_5,likert5,4,4,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_6,likert5,3,3,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_7,likert5,4,4,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_8,likert5,4,4,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_9,likert5,4,4,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_10,likert5,3,3,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_11,likert5,2,2,,not_checked,0
e28c656c-ee08-4a19-a0f6-6fcbf4f233be,prca_12,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_1,likert5,4,4,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_2,likert5,2,2,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_3,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_4,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_5,likert5,2,2,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_6,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_7,likert5,4,4,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_8,likert5,2,2,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_9,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_10,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_11,likert5,3,3,,not_checked,0
9f61c20f-804d-41a9-831f-472b6fb89346,prca_12,likert5,4,4,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_1,likert5,5,5,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_2,likert5,1,1,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_3,likert5,5,5,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_4,likert5,1,1,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_5,likert5,5,5,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_6,likert5,1,1,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_7,likert5,5,5,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_8,likert5,2,2,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_9,likert5,5,5,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_10,likert5,1,1,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_11,likert5,1,1,,not_checked,0
0e8756b0-748e-49fd-9273-b7ae54024d80,prca_12,likert5,5,5,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_1,likert5,2,2,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_2,likert5,4,4,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_3,likert5,2,2,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_4,likert5,4,4,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_5,likert5,2,2,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_6,likert5,4,4,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_7,likert5,3,3,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_8,likert5,3,3,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_9,likert5,4,4,,not_checked,0
124e9c42-29e5-4b64-aa79-89e2d789e182,prca_10,likert5,4,4,,not_checked,0
