resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
c8d18e07-dd32-436e-a74d-75a05fde7de2,qwen2.5:7b,black,non_first_gen,loans,private,18,low,sometimes,female,part_time,abstains,neither,music,math,social,never,excellent,usually,1,4,1,4,3,3,3,4,3,5,4,2
a476c5f8-a60f-4d58-9316-948ff992c09c,qwen2.5:7b,asian,first_gen,family_pays,private,21,good,sometimes,male,unemployed,abstains,vapes,arts,arts,reserved,never,apprehensive,always,4,2,3,2,4,3,4,1,4,5,2,3
363b0bf7-9520-4394-a841-2d74054b203a,qwen2.5:7b,multiracial,first_gen,loans,public,16,great,rarely,female,full_time,abstains,neither,arts,math,reserved,often,struggles,usually,5,4,4,4,4,2,4,3,4,1,4,2
01bb6667-9fe0-425f-b238-a8a850b89926,qwen2.5:7b,asian,non_first_gen,pell_eligible,private,21,low,often,female,full_time,abstains,smokes,other,science,social,often,excellent,usually,3,4,2,5,2,5,3,5,1,3,5,1
2be84ce2-d4dd-4168-b487-ca1e04b72578,qwen2.5:7b,black,first_gen,family_pays,private,18,modest,often,male,unemployed,drinks,vapes,music,arts,social,often,empty,usually,4,1,5,1,4,2,5,1,4,1,1,5
edd80cc7-affc-40ba-81f8-7d4bf578d65b,qwen2.5:7b,multiracial,first_gen,pell_eligible,public,19,great,often,female,full_time,abstains,vapes,games,science,reserved,often,articulate,always,2,2,2,5,2,3,2,4,3,4,4,1
7d637084-4264-44d0-801e-c0af3c63a521,qwen2.5:7b,multiracial,first_gen,pell_eligible,public,21,low,rarely,male,part_time,drinks,neither,other,engineering,social,never,empty,usually,5,2,3,1,5,1,3,1,4,1,2,5
a6085ab7-d77b-4d07-b391-16bf1717d265,qwen2.5:7b,multiracial,non_first_gen,family_pays,private,22,good,never,female,part_time,drinks,vapes,other,engineering,social,never,articulate,usually,3,3,4,4,5,3,5,3,2,2,2,2
50997cb5-7f2e-4673-9e9c-4423b02e6762,qwen2.5:7b,white,non_first_gen,pell_eligible,private,16,modest,often,female,unemployed,abstains,smokes,arts,engineering,social,never,excellent,usually,1,2,1,4,2,3,5,3,2,5,4,2
8b120218-8cb2-4c71-8012-7427a571e461,qwen2.5:7b,black,first_gen,loans,private,18,low,often,male,full_time,abstains,vapes,music,engineering,reserved,often,apprehensive,usually,1,5,1,5,2,3,3,4,2,3,3,2
3e169054-9689-4e07-b6de-d3580e2cb671,qwen2.5:7b,asian,non_first_gen,pell_eligible,public,16,low,sometimes,female,unemployed,drinks,vapes,arts,arts,reserved,often,struggles,usually,5,1,2,2,4,4,4,3,3,3,4,4
9241d055-97b4-47a9-a296-99aa8bf40fa7,qwen2.5:7b,white,first_gen,pell_eligible,public,16,low,rarely,male,full_time,drinks,smokes,music,math,reserved,never,struggles,always,4,2,5,2,5,4,4,1,5,1,4,5
d4d13709-7594-400d-bf68-5aa1def1e408,qwen2.5:7b,white,non_first_gen,pell_eligible,private,20,modest,never,female,part_time,drinks,neither,arts,science,social,often,articulate,always,3,2,4,2,4,3,4,1,4,1,2,5
5524314d-6e44-49a9-a186-ce6da0804ea9,qwen2.5:7b,asian,first_gen,loans,public,17,low,often,female,part_time,drinks,vapes,sports,arts,reserved,never,empty,usually,1,2,4,4,2,2,2,4,3,3,3,4
be85845a-d3e3-41f2-b3a0-f49156818fee,qwen2.5:7b,black,first_gen,pell_eligible,private,23,great,never,female,full_time,drinks,neither,games,engineering,reserved,never,articulate,always,5,4,3,1,5,2,2,2,4,3,1,5
